,Date,Unix,Ticker,Price,stock_p_change,SP500,sp500_p_change,Difference,DE Ratio,Trailing P/E,Price/Sales,Price/Book,Profit Margin,Operating Margin,Return on Assets,Return on Equity,Revenue Per Share,Market Cap,Enterprise Value,Forward P/E,PEG Ratio,Enterprise Value/Revenue,Enterprise Value/EBITDA,Revenue,Gross Profit,EBITDA,Net Income Avl to Common ,Diluted EPS,Earnings Growth,Revenue Growth,Total Cash,Total Cash Per Share,Total Debt,Current Ratio,Book Value Per Share,Cash Flow,Beta,Held by Insiders,Held by Institutions,Shares Short (as of,Short Ratio,Short % of Float,Shares Short (prior ,Status
69,N/A,N/A,brk-b,N/A,N/A,N/A,N/A,N/A,38.78,14.23,0.00,0.00,12.14,18.40,4.16,1.5,888.04,348390000000.0,45490000000.0,N/A,N/A,0.23,1.01,0.23,N/A,1.5,24510000000.0,9.94,8.20,4.20,56280000000.0,238.63,101540000000.0,1.03,329.00,141.40,1.5,N/A,N/A,9770000.0,3.20,0.90,10210000.0,N/A
70,N/A,N/A,bsx,N/A,N/A,N/A,N/A,N/A,87.92,N/A,3.94,4.63,0.47,15.16,4.21,1.5,5.65,30330000000.0,35660000000.0,18.02,1.65,4.70,18.39,4.70,5300000000.0,1.5,36000000.0,0.03,N/A,11.10,338000000.0,0.25,5680000000.0,1.21,4.77,22.35,1.5,0.80,91.60,30070000.0,3.83,2.57,30500000.0,N/A
71,N/A,N/A,bwa,N/A,N/A,N/A,N/A,N/A,69.09,12.41,0.88,1.99,7.16,12.73,8.03,1.5,37.37,7170000000.0,9380000000.0,9.06,1.14,1.13,6.72,1.13,1700000000.0,1.5,594900000.0,2.66,8.30,14.30,392300000.0,1.80,2600000000.0,1.38,16.97,32.97,1.5,0.43,96.60,12470000.0,6.82,5.75,12120000.0,N/A
72,N/A,N/A,bxp,N/A,N/A,N/A,N/A,N/A,129.00,34.32,7.92,3.64,23.31,35.43,2.94,1.5,16.59,19980000000.0,28600000000.0,20.48,3.69,11.23,18.49,11.23,1590000000.0,1.5,583110000.0,3.79,6.10,5.40,1610000000.0,10.45,10230000000.0,3.32,36.13,130.06,1.5,0.63,97.90,2360000.0,3.34,1.95,2380000.0,N/A
73,N/A,N/A,c,N/A,N/A,N/A,N/A,N/A,N/A,8.62,1.93,0.62,23.86,34.18,0.89,1.5,22.45,126520000000.0,62460000000.0,7.84,1.88,0.93,N/A,0.93,68019999999.99999,1.5,14970000000.0,5.00,26.60,12.90,659230000000.0,224.62,450860000000.0,N/A,71.47,43.11,1.5,0.11,74.60,29170000.0,1.41,0.99,30610000.0,N/A
74,N/A,N/A,ca,N/A,N/A,N/A,N/A,N/A,40.23,18.15,3.25,2.48,18.82,27.71,6.42,1.5,9.34,13140000000.0,12890000000.0,11.99,8.25,3.19,10.46,3.19,3350000000.0,1.5,736000000.0,1.74,0.50,5.20,2350000000.0,5.65,2100000000.0,1.28,12.67,31.53,1.5,28.65,69.10,14230000.0,5.49,4.50,14440000.0,N/A
75,N/A,N/A,cab,N/A,N/A,N/A,N/A,N/A,237.82,18.12,0.82,1.77,4.60,8.26,2.70,1.5,58.26,3270000000.0,7650000000.0,13.37,1.19,1.90,16.26,1.90,1710000000.0,1.5,185450000.0,2.64,14.50,4.50,69970000.0,1.02,4450000000.0,2.46,27.45,47.88,1.5,27.62,82.50,5370000.0,8.72,11.36,5750000.0,N/A
76,N/A,N/A,cag,N/A,N/A,N/A,N/A,N/A,146.15,N/A,1.28,5.55,3.70,11.08,7.06,1.5,36.66,20020000000.0,25020000000.0,19.04,3.06,1.58,10.87,1.58,3310000000.0,1.5,627000000.0,1.38,N/A,0.60,502600000.0,1.15,5500000000.0,1.35,8.37,45.88,1.5,3.04,74.40,4370000.0,1.36,1.01,5070000.0,N/A
77,N/A,N/A,cah,N/A,N/A,N/A,N/A,N/A,81.00,18.25,0.21,3.74,1.18,2.11,5.01,1.5,357.78,24840000000.0,27790000000.0,13.28,1.47,0.24,9.08,0.24,5710000000.0,1.5,1390000000.0,4.18,5.80,20.80,2600000000.0,7.97,5550000000.0,1.15,20.59,76.25,1.5,0.20,88.30,6520000.0,3.78,2.21,6360000.0,N/A
78,N/A,N/A,camp,N/A,N/A,N/A,N/A,N/A,73.79,31.48,1.89,2.80,6.04,11.75,7.02,1.5,7.70,529299999.99999994,441760000.0,9.46,0.59,1.57,10.80,1.57,102960000.0,1.5,16940000.0,0.46,15.50,2.30,228110000.0,6.23,139800000.0,6.03,5.18,14.48,1.5,3.72,69.00,4000000.0,8.56,11.46,4160000.0,N/A
79,N/A,N/A,cat,N/A,N/A,N/A,N/A,N/A,243.55,36.86,0.96,2.67,2.58,7.16,2.44,1.5,74.34,40910000000.0,74530000000.0,19.68,27.30,1.70,12.08,1.70,12680000000.0,1.5,1130000000.0,1.90,78.20,25.50,4740000000.0,8.13,38370000000.0,1.29,26.85,70.07,1.5,0.23,66.60,42000000.0,7.26,7.20,41770000.0,N/A
80,N/A,N/A,cb,N/A,N/A,N/A,N/A,N/A,N/A,17.31,2.63,1.23,12.08,16.37,1.72,1.5,60.41,58030000000.0,55210000000.0,12.00,1.53,2.57,14.94,2.57,6020000000.0,1.5,2590000000.0,7.23,35.50,56.30,1090000000.0,2.42,0.00,0.29,101.99,125.12,1.5,0.30,86.20,4080000.0,2.42,0.95,3540000.0,N/A
81,N/A,N/A,cbg,N/A,N/A,N/A,N/A,N/A,128.00,18.05,0.83,3.42,4.60,6.81,5.68,1.5,34.97,9370000000.0,12760000000.0,11.34,1.00,1.10,11.43,1.10,1140000000.0,1.5,536360000.0,1.59,11.60,38.70,489230000.0,1.47,3670000000.0,1.07,8.44,28.68,1.5,1.23,95.20,6200000.0,2.07,2.08,7170000.0,N/A
82,N/A,N/A,cbs,N/A,N/A,N/A,N/A,N/A,150.45,17.16,1.73,4.49,10.48,20.81,7.83,1.5,30.02,24240000000.0,32080000000.0,N/A,N/A,2.25,9.96,2.25,13890000000.0,1.5,1480000000.0,3.12,20.10,10.00,411000000.0,0.91,8250000000.0,1.64,12.08,53.50,1.5,2.86,86.50,15420000.0,3.93,3.69,15600000.0,N/A
83,N/A,N/A,cce,N/A,N/A,N/A,N/A,N/A,437.03,21.66,1.78,13.09,8.21,13.48,7.18,1.5,30.09,12040000000.0,15860000000.0,18.67,7.12,2.30,13.26,2.30,2570000000.0,1.5,566000000.0,2.44,31.20,7.00,279000000.0,1.22,4099999999.9999995,0.94,4.11,52.84,1.5,3.21,77.50,5170000.0,2.21,2.29,4240000.0,N/A
84,N/A,N/A,cci,N/A,N/A,N/A,N/A,N/A,165.89,21.46,8.17,4.23,39.11,26.10,2.82,1.5,11.09,30270000000.0,41710000000.0,17.55,2.14,11.28,20.58,11.28,2340000000.0,1.5,416390000.0,4.19,61.00,3.80,175700000.0,0.53,11870000000.0,1.01,21.41,89.85,1.5,0.73,96.20,7850000.0,3.50,2.63,8119999.999999999,N/A
85,N/A,N/A,ccl,N/A,N/A,N/A,N/A,N/A,40.27,20.80,2.43,1.70,11.68,13.26,3.40,1.5,20.45,37470000000.0,45780000000.0,12.46,0.90,2.89,12.22,2.89,6270000000.0,1.5,1850000000.0,2.38,189.80,3.40,778000000.0,1.03,9110000000.0,0.28,29.97,49.60,1.5,27.07,36.60,15380000.0,3.33,5.64,19120000.0,N/A
86,N/A,N/A,celg,N/A,N/A,N/A,N/A,N/A,281.16,48.72,8.02,15.31,17.38,28.88,8.05,1.5,12.30,77580000000.0,86120000000.0,14.33,0.80,8.89,26.60,8.89,8840000000.0,1.5,1680000000.0,2.06,11.40,20.70,5730000000.0,7.40,14270000000.0,4.57,6.55,100.16,1.5,0.27,81.50,8460000.0,1.58,1.07,9990000.0,N/A
87,N/A,N/A,cern,N/A,N/A,N/A,N/A,N/A,15.20,32.57,4.10,4.70,12.88,20.13,10.33,1.5,13.13,18170000000.0,18260000000.0,19.98,1.47,4.06,14.58,4.06,3670000000.0,1.5,578790000.0,1.65,35.50,14.40,503450000.0,1.49,595440000.0,2.23,11.59,53.74,1.5,11.05,82.20,16710000.0,7.64,5.60,17640000.0,N/A
88,N/A,N/A,cf,N/A,N/A,N/A,N/A,N/A,77.00,13.13,1.49,1.61,11.36,24.29,4.89,1.5,18.65,6450000000.0,9300000000.0,10.09,2.32,2.13,5.92,2.13,1550000000.0,1.5,494900000.0,2.11,88.70,5.20,2690000000.0,11.54,5540000000.0,2.77,17.34,27.65,1.5,5.63,94.60,23000000.0,6.28,9.89,20620000.0,N/A
89,N/A,N/A,chk,N/A,N/A,N/A,N/A,N/A,664.16,N/A,0.24,N/A,103.11,1.57,0.46,1.5,17.34,2720000000.0,14110000000.0,12.30,0.24,1.23,8.66,1.23,2470000000.0,1.5,12040000000.0,33.88,N/A,39.30,16000000.0,0.02,10430000000.0,0.53,2.56,4.06,1.5,0.92,96.30,131919999.99999999,2.93,32.91,148020000.0,N/A
90,N/A,N/A,chrw,N/A,N/A,N/A,N/A,N/A,81.39,20.02,0.79,8.73,3.94,6.61,16.91,1.5,91.82,10570000000.0,11170000000.0,17.85,2.28,0.84,11.97,0.84,2270000000.0,1.5,522190000.00000006,3.61,11.70,6.90,179410000.0,1.25,970000000.0,1.24,8.30,72.31,1.5,1.41,88.40,8970000.0,8.27,6.23,8530000.0,N/A
91,N/A,N/A,ci,N/A,N/A,N/A,N/A,N/A,40.68,16.05,0.86,2.59,5.43,9.68,3.96,1.5,149.77,32930000000.0,35250000000.0,12.72,1.26,0.92,8.83,0.92,14590000000.0,1.5,2080000000.0,8.00,2.60,4.40,2870000000.0,11.17,5190000000.0,0.96,49.44,128.36,1.5,2.74,88.50,2620000.0,1.85,1.03,2069999.9999999998,N/A
92,N/A,N/A,cim,N/A,N/A,N/A,N/A,N/A,400.48,11.12,9.49,0.97,89.23,73.18,1.63,1.5,1.53,2830000000.0,14300000000.0,7.38,4.45,47.89,N/A,47.89,613370000.0,1.5,266410000.00000003,1.35,24.00,96.40,196020000.0,1.04,11670000000.0,0.56,15.52,15.05,1.5,4.70,59.70,3690000.0,2.76,1.98,3320000.0,N/A
93,N/A,N/A,cinf,N/A,N/A,N/A,N/A,N/A,12.77,16.16,2.15,1.66,13.29,19.63,3.34,1.5,31.83,11130000000.0,11380000000.0,22.34,6.43,2.18,10.59,2.18,947000000.0,1.5,694000000.0,4.19,46.90,6.10,613000000.0,3.73,860000000.0,1.25,40.97,67.69,1.5,13.79,63.70,3060000.0,4.45,2.04,3130000.0,N/A
94,N/A,N/A,cl,N/A,N/A,N/A,N/A,N/A,N/A,47.28,4.13,N/A,8.74,24.79,19.04,1.5,17.50,64000000000.0,69670000000.0,23.42,3.47,4.43,16.06,4.43,9400000000.0,1.5,2460000000.0,1.52,1.70,7.60,1100000000.0,1.23,6580000000.0,1.01,0.41,71.67,1.5,0.31,74.90,10260000.0,3.10,1.24,10970000.0,N/A
95,N/A,N/A,cldx,N/A,N/A,N/A,N/A,N/A,N/A,N/A,54.24,1.31,N/A,132.19,23.65,1.5,0.06,369210000.0,115190000.0,N/A,N/A,18.29,0.88,18.29,5480000.0,1.5,131699999.99999999,1.34,N/A,168.10,254020000.0,2.57,0.00,10.31,2.63,3.74,1.5,0.54,89.20,25940000.0,6.45,31.09,25760000.0,N/A
96,N/A,N/A,clf,N/A,N/A,N/A,N/A,N/A,N/A,5.80,0.29,N/A,6.33,4.13,2.11,1.5,11.86,529400000.0,3040000000.0,N/A,0.90,1.62,14.24,1.62,236500000.0,1.5,54000000.0,0.50,N/A,31.50,59900000.0,0.33,2570000000.0,1.80,10.22,2.91,1.5,11.38,N/A,56730000.0,7.19,32.99,59300000.0,N/A
97,N/A,N/A,clx,N/A,N/A,N/A,N/A,N/A,860.23,25.79,3.01,66.34,11.79,19.15,16.08,1.5,44.16,17070000000.0,18880000000.0,25.28,3.70,3.30,15.22,3.30,2460000000.0,1.5,672000000.0,5.12,6.90,1.80,414000000.0,3.20,2230000000.0,1.15,2.00,131.98,1.5,0.18,75.80,6470000.0,5.97,5.04,5750000.0,N/A
98,N/A,N/A,cma,N/A,N/A,N/A,N/A,N/A,N/A,17.08,3.01,0.98,17.98,26.83,0.65,1.5,14.19,7350000000.0,7980000000.0,13.12,7.56,3.21,N/A,3.21,N/A,1.5,442000000.0,2.46,55.20,16.30,3480000000.0,19.88,4110000000.0000005,N/A,43.65,41.97,1.5,0.71,86.40,7530000.0,2.92,4.34,7370000.0,N/A
99,N/A,N/A,cmcsa,N/A,N/A,N/A,N/A,N/A,99.80,18.75,2.00,2.87,10.92,21.73,6.22,1.5,30.61,150100000000.0,200100000000.0,15.82,1.39,2.65,7.91,2.65,51960000000.0,1.5,8240000000.0,3.30,3.60,5.20,5630000000.0,2.32,55630000000.0,0.80,21.69,61.84,1.5,0.16,84.60,31100000.0,3.57,1.29,24590000.0,N/A
100,N/A,N/A,cme,N/A,N/A,N/A,N/A,N/A,10.70,24.82,9.42,1.54,37.57,61.30,1.80,1.5,10.16,31940000000.0,32950000000.000004,20.24,1.80,9.64,14.17,9.64,3210000000.0,1.5,1280000000.0,3.80,11.30,10.90,1230000000.0,3.62,2230000000.0,1.04,61.80,94.33,1.5,4.48,78.80,5700000.0,2.66,1.88,4340000.0,N/A
101,N/A,N/A,cmg,N/A,N/A,N/A,N/A,N/A,N/A,43.59,3.14,8.71,7.69,12.49,13.69,1.5,137.85,13380000000.0,13130000000.0,38.42,7.77,3.09,19.75,3.09,1170000000.0,1.5,326530000.0,10.51,N/A,23.40,250800000.0,8.59,0.00,1.38,52.48,458.35,1.5,1.58,92.40,3120000.0,2.50,12.27,3110000.0,N/A
102,N/A,N/A,cmi,N/A,N/A,N/A,N/A,N/A,25.21,14.77,1.04,2.80,7.13,10.59,8.10,1.5,106.30,18960000000.0,19520000000.0,14.17,32.07,1.04,7.83,1.04,4950000000.0,1.5,1330000000.0,7.57,17.10,8.90,1270000000.0,7.51,1830000000.0,1.91,40.80,111.79,1.5,0.21,84.70,10870000.0,5.24,6.93,12830000.0,N/A
103,N/A,N/A,cms,N/A,N/A,N/A,N/A,N/A,222.72,23.93,1.91,2.86,7.89,17.93,3.51,1.5,22.26,11710000000.0,21060000000.0,19.23,2.83,3.43,12.29,3.43,2180000000.0,1.5,485000000.0,1.75,18.80,14.70,177000000.0,0.63,9230000000.0,0.92,14.72,41.93,1.5,0.91,90.00,8590000.0,4.16,3.12,8630000.0,N/A
104,N/A,N/A,cnp,N/A,N/A,N/A,N/A,N/A,241.81,N/A,1.37,2.71,9.64,13.36,2.65,1.5,16.13,9470000000.0,16829999999.999998,18.18,3.59,2.43,8.67,2.43,2280000000.0,1.5,669000000.0,1.56,17.60,18.50,1110000000.0,2.59,8480000000.0,0.92,8.15,22.00,1.5,0.40,75.90,16540000.0,4.36,4.07,15700000.0,N/A
105,N/A,N/A,cnx,N/A,N/A,N/A,N/A,N/A,76.30,N/A,1.44,0.72,24.07,11.49,1.46,1.5,10.00,3280000000.0,6470000000.0,N/A,0.73,2.83,7.01,2.83,1000000000.0,1.5,261000000.0,2.41,N/A,31.80,426650000.0,1.86,3620000000.0,0.72,20.01,14.32,1.5,34.71,84.70,53000000.0,7.87,36.02,53580000.0,N/A
106,N/A,N/A,cof,N/A,N/A,N/A,N/A,N/A,N/A,9.96,1.93,0.76,20.73,34.19,1.22,1.5,35.24,35670000000.0,80000000000.0,8.38,1.80,4.24,N/A,4.24,N/A,1.5,3710000000.0,6.90,12.10,0.40,7260000000.0,13.86,51290000000.0,N/A,91.13,68.71,1.5,0.52,91.70,8880000.0,2.99,1.71,8770000.0,N/A
107,N/A,N/A,cog,N/A,N/A,N/A,N/A,N/A,54.46,N/A,10.02,3.85,18.13,11.52,1.45,1.5,2.71,11070000000.0,12100000000.0,88.19,2.28,10.68,25.30,10.68,776160000.0,1.5,205340000.0,0.50,N/A,38.90,579320000.0,1.25,1600000000.0,3.62,6.33,23.81,1.5,1.67,103.90,16950000.0,2.78,4.16,16700000.0,N/A
108,N/A,N/A,coh,N/A,N/A,N/A,N/A,N/A,33.65,26.60,2.43,4.02,9.00,16.90,9.98,1.5,15.67,10370000000.0,9970000000.0,17.11,2.22,2.30,10.56,2.30,2910000000.0,1.5,390700000.0,1.40,27.70,11.20,1280000000.0,4.61,883500000.0,3.10,9.45,37.30,1.5,0.12,93.60,17020000.0,5.56,6.14,13860000.0,N/A
109,N/A,N/A,col,N/A,N/A,N/A,N/A,N/A,125.84,17.69,2.26,5.88,12.95,19.06,8.35,1.5,39.20,11560000000.0,13760000000.0,15.28,1.85,2.67,11.72,2.67,1610000000.0,1.5,667000000.0,5.02,8.90,2.20,300000000.0,2.30,2500000000.0,1.36,15.21,88.77,1.5,0.45,0.20,5650000.0,10.10,4.32,5270000.0,N/A
110,N/A,N/A,cop,N/A,N/A,N/A,N/A,N/A,74.75,N/A,1.98,1.39,22.56,25.18,4.10,1.5,22.00,53280000000.0,77560000000.0,143.40,0.33,2.84,15.19,2.84,10120000000.0,1.5,6170000000.0,4.98,N/A,37.20,5170000000.0,4.18,29460000000.0,1.24,31.56,43.02,1.5,0.02,65.80,19230000.0,2.06,1.55,19370000.0,N/A
111,N/A,N/A,cost,N/A,N/A,N/A,N/A,N/A,44.29,27.68,0.55,5.86,1.97,3.07,6.82,1.5,267.03,63440000000.0,63560000000.0,23.84,2.71,0.54,13.33,0.54,15130000000.0,1.5,2310000000.0,5.22,8.70,2.60,4860000000.0,11.06,4980000000.0,1.01,25.04,144.50,1.5,0.79,73.50,7670000.0,3.60,1.76,6170000.0,N/A
112,N/A,N/A,cpb,N/A,N/A,N/A,N/A,N/A,253.94,30.36,2.57,13.46,8.50,16.51,10.32,1.5,25.76,20430000000.0,24000000000.0,21.05,3.43,3.00,14.76,3.00,2800000000.0,1.5,680000000.0,2.18,19.40,1.50,306000000.0,0.99,3870000000.0,0.83,4.94,66.10,1.5,39.34,43.80,11440000.0,5.81,6.19,10220000.0,N/A
113,N/A,N/A,crm,N/A,N/A,N/A,N/A,N/A,41.10,N/A,7.64,10.18,0.71,1.17,0.42,1.5,10.08,51810000000.0,51950000000.0,58.75,2.58,7.79,111.55,7.79,5010000000.0,1.5,47430000.0,0.07,N/A,25.30,1340000000.0,2.00,2060000000.0,0.77,7.46,76.37,1.5,6.27,88.00,43.00,3.54,2.13,11470000.0,N/A
114,N/A,N/A,csc,N/A,N/A,N/A,N/A,N/A,120.06,12.85,0.41,2.11,3.36,5.06,3.82,1.5,81.06,4670000000.0,5510000000.0,12.26,1.12,0.49,4.58,0.49,2640000000.0,1.5,272000000.0,2.63,N/A,10.20,1830000000.0,13.25,2670000000.0,1.49,15.96,33.83,1.5,0.39,95.20,5290000.0,4.96,3.85,5770000.0,N/A
115,N/A,N/A,csco,N/A,N/A,N/A,N/A,N/A,40.41,13.13,2.71,2.21,20.84,24.91,7.10,1.5,9.75,133500000000.0,97730000000.0,11.15,1.40,1.97,6.84,1.97,29680000000.0,1.5,10330000000.0,2.02,31.30,0.10,60380000000.0,12.00,24600000000.0,3.29,12.05,26.53,1.5,0.11,77.00,44540000.0,2.11,0.88,51980000.0,N/A
116,N/A,N/A,csx,N/A,N/A,N/A,N/A,N/A,90.78,13.06,2.14,2.11,16.51,30.21,6.35,1.5,11.69,24010000000.0,33439999999.999996,12.88,2.97,2.93,7.16,2.93,8520000000.0,1.5,1880000000.0,1.92,19.50,13.50,1110000000.0,1.16,10540000000.0,1.54,12.13,25.12,1.5,0.35,71.10,9500000.0,1.07,1.00,10720000.0,N/A
117,N/A,N/A,ctas,N/A,N/A,N/A,N/A,N/A,67.81,15.49,2.05,5.03,13.98,15.84,11.13,1.5,43.38,9790000000.0,10730000000.0,21.19,1.91,2.25,11.68,2.25,1920000000.0,1.5,430360000.0,5.91,23.70,9.70,386820000.0,3.62,1320000000.0,2.05,18.21,91.52,1.5,18.18,71.80,5060000.0,6.81,5.45,4540000.0,N/A
118,N/A,N/A,ctl,N/A,N/A,N/A,N/A,N/A,142.67,16.59,0.87,1.11,5.17,15.25,3.51,1.5,32.54,15220000000.0,34810000000.0,11.33,47.00,1.95,5.12,1.95,10120000000.0,1.5,922000000.0,1.68,22.90,1.10,438000000.0,0.80,20020000000.0,0.77,25.70,27.88,1.5,0.48,76.50,52860000.0,11.24,9.73,49640000.0,N/A
119,N/A,N/A,ctsh,N/A,N/A,N/A,N/A,N/A,10.62,22.31,2.91,3.86,13.24,17.28,11.38,1.5,20.88,37170000000.0,33740000000.000004,16.06,1.29,2.66,13.30,2.66,4980000000.0,1.5,1680000000.0,2.75,15.20,10.00,4450000000.0,7.35,1020000000.0,3.69,15.86,61.35,1.5,0.45,91.60,8780000.0,2.15,1.45,8780000.0,N/A
120,N/A,N/A,ctxs,N/A,N/A,N/A,N/A,N/A,63.84,34.91,3.85,6.20,11.19,19.89,7.57,1.5,21.24,12760000000.0,12920000000.0,15.12,1.15,3.87,13.87,3.87,2660000000.0,1.5,373940000.0,2.36,188.90,8.50,1160000000.0,7.45,1320000000.0,1.10,13.38,82.24,1.5,6.57,95.60,11160000.0,8.65,6.47,11330000.0,N/A
121,N/A,N/A,cvc,N/A,N/A,N/A,N/A,N/A,N/A,42.51,1.46,N/A,3.45,13.84,8.42,1.5,24.19,9570000000.0,18180000000.0,40.23,39.27,2.78,10.31,2.78,3310000000.0,1.5,227230000.0,0.81,111.50,1.60,933460000.0,3.38,9550000000.0,0.88,17.49,34.60,1.5,15.99,80.20,8189999.999999999,2.97,4.24,8250000.0,N/A
122,N/A,N/A,cvs,N/A,N/A,N/A,N/A,N/A,76.24,22.53,0.70,3.15,3.22,6.16,7.41,1.5,144.43,111340000000.0,137150000000.0,15.80,1.19,0.86,11.35,0.86,26530000000.0,1.5,5120000000.0,4.60,6.10,18.90,1860000000.0,1.74,27470000000.0,1.20,33.33,103.67,1.5,0.23,85.10,14590000.0,3.65,1.34,13600000.0,N/A
123,N/A,N/A,cvx,N/A,N/A,N/A,N/A,N/A,27.95,145.79,1.70,1.28,1.14,4.79,1.27,1.5,60.76,189860000000.0,223320000000.0,22.39,2.14,1.97,13.69,1.97,37140000000.0,1.5,1300000000.0,0.69,N/A,29.60,8880000000.0,4.71,42340000000.0,1.09,79.75,100.74,1.5,0.04,62.60,23930000.0,3.13,1.27,23220000.0,N/A
124,N/A,N/A,d,N/A,N/A,N/A,N/A,N/A,208.91,22.73,3.98,3.35,16.86,32.16,3.93,1.5,18.83,44420000000.0,73470000000.0,18.39,2.91,6.56,13.92,6.56,5480000000.0,1.5,1890000000.0,3.17,2.20,14.30,234000000.0,0.38,29280000000.0,0.49,21.58,72.09,1.5,0.39,61.30,15250000.0,5.50,2.56,18550000.0,N/A
125,N/A,N/A,dal,N/A,N/A,N/A,N/A,N/A,75.11,6.97,0.78,2.83,11.65,18.30,8.66,1.5,51.61,31990000000.0,37730000000.0,5.97,0.33,0.93,4.14,0.93,23610000000.0,1.5,4730000000.0,5.97,26.80,1.50,2920000000.0,3.77,8449999999.999999,0.51,14.54,41.60,1.5,0.28,89.50,22420000.0,2.58,2.76,22030000.0,N/A
126,N/A,N/A,dd,N/A,N/A,N/A,N/A,N/A,92.01,26.20,2.27,5.53,8.70,11.13,3.91,1.5,27.89,54950000000.0,60150000000.0,17.33,1.89,2.44,14.80,2.44,10020000000.0,1.5,2080000000.0,2.40,18.90,5.50,4790000000.0,5.48,9750000000.0,2.00,11.62,62.91,1.5,0.14,68.70,9730000.0,3.35,1.11,10600000.0,N/A
127,N/A,N/A,dds,N/A,N/A,N/A,N/A,N/A,45.97,8.67,0.32,1.21,3.99,6.77,7.11,1.5,173.17,2130000000.0,2770000000.0,10.18,0.31,0.41,3.92,0.41,2400000000.0,1.5,269370000.0,6.91,35.50,2.90,202870000.0,5.65,825340000.0,2.22,49.98,59.86,1.5,11.73,94.10,3680000.0,7.36,19.24,3520000.0,N/A
128,N/A,N/A,de,N/A,N/A,N/A,N/A,N/A,549.69,15.02,0.95,4.03,6.47,8.97,2.74,1.5,85.41,26000000000.0,59450000000.0,20.46,12.76,2.13,15.59,2.13,8720000000.0,1.5,1810000000.0,5.49,34.20,13.40,2850000000.0,9.04,36300000000.0,2.29,20.90,82.47,1.5,9.36,74.10,32820000.0,10.66,10.39,35080000.0,N/A
129,N/A,N/A,df,N/A,N/A,N/A,N/A,N/A,144.48,16.52,0.21,2.95,1.31,3.16,6.32,1.5,85.82,1700000000.0,2450000000.0,13.18,1.24,0.31,5.66,0.31,1970000000.0,1.5,104770000.0,1.13,N/A,8.40,84600000.0,0.92,835040000.0,1.57,6.31,18.58,1.5,1.18,105.40,25210000.0,9.26,30.99,23100000.0,N/A
130,N/A,N/A,dfs,N/A,N/A,N/A,N/A,N/A,219.42,10.47,3.15,2.13,31.56,52.79,2.65,1.5,16.88,22430000000.0,35070000000.0,8.97,1.25,4.84,N/A,4.84,N/A,1.5,2240000000.0,5.20,1.90,1.10,12190000000.0,29.58,24830000000.0,1.52,25.97,54.42,1.5,0.84,85.50,7790000.0,2.61,1.89,7110000.0,N/A
131,N/A,N/A,dg,N/A,N/A,N/A,N/A,N/A,55.24,20.64,1.18,4.46,5.72,9.59,10.86,1.5,69.20,23380000000.0,26170000000.0,15.89,1.24,1.29,11.36,1.29,6310000000.0,1.5,1170000000.0,3.95,5.90,7.00,157950000.0,0.55,2970000000.0,1.72,18.76,81.54,1.5,5.30,91.90,7750000.0,2.80,2.71,8010000.0,N/A
132,N/A,N/A,dgx,N/A,N/A,N/A,N/A,N/A,82.27,14.72,1.42,2.30,9.98,15.87,7.20,1.5,52.29,10740000000.0,14510000000.0,14.09,1.89,1.93,9.80,1.93,2840000000.0,1.5,747000000.0,5.16,67.20,1.30,128000000.0,0.91,3900000000.0,1.37,32.88,75.95,1.5,0.34,96.90,7360000.0,8.08,5.81,8100000.0,N/A
133,N/A,N/A,dhi,N/A,N/A,N/A,N/A,N/A,58.61,13.36,0.96,1.73,7.19,11.08,7.11,1.5,30.69,10790000000.0,13260000000.0,10.94,0.85,1.17,10.13,1.17,2290000000.0,1.5,813100000.0,2.18,31.90,15.40,1200000000.0,3.22,3660000000.0,4.99,16.85,29.10,1.5,9.63,85.30,15470000.0,4.33,4.62,17010000.0,N/A
134,N/A,N/A,dhr,N/A,N/A,N/A,N/A,N/A,50.42,19.30,3.18,2.76,16.68,17.81,5.60,1.5,30.65,67060000000.0,78790000000.0,18.17,1.79,3.71,16.04,3.71,10760000000.0,1.5,2800000000.0,5.05,33.10,14.80,664300000.0,0.97,12390000000.0,1.46,35.59,97.37,1.5,12.81,84.30,7210000.0,2.90,1.38,8150000.0,N/A
135,N/A,N/A,dis,N/A,N/A,N/A,N/A,N/A,44.00,18.51,3.15,3.92,16.63,26.13,10.18,1.5,32.92,164010000000.0,186990000000.0,16.19,1.59,3.41,11.19,3.41,24100000000.0,1.5,9120000000.0,5.43,1.70,4.10,5020000000.0,2.95,21120000000.0,1.00,25.96,100.52,1.5,7.82,63.30,42250000.0,6.35,2.58,44890000.0,N/A
136,N/A,N/A,disca,N/A,N/A,N/A,N/A,N/A,142.32,17.21,1.88,3.26,16.31,32.80,8.31,1.5,14.53,15660000000.0,19920000000.0,12.78,1.21,3.10,8.19,3.10,4050000000.0,1.5,1050000000.0,1.63,5.20,1.60,486000000.0,1.13,7990000000.0,1.94,8.64,27.98,1.5,1.57,115.20,19610000.0,7.73,32.93,16480000.0,N/A
137,N/A,N/A,dks,N/A,N/A,N/A,N/A,N/A,0.33,14.38,0.66,2.63,4.54,7.47,9.77,1.5,63.10,4660000000.0,4560000000.0,11.70,1.25,0.63,6.20,0.63,2180000000.0,1.5,330390000.0,2.83,17.10,3.70,118940000.0,1.03,5910000.0,1.52,16.01,40.70,1.5,1.63,91.00,5590000.0,3.55,6.08,5580000.0,N/A
