,Date,Unix,Ticker,Price,stock_p_change,SP500,sp500_p_change,Difference,DE Ratio,Trailing P/E,Price/Sales,Price/Book,Profit Margin,Operating Margin,Return on Assets,Return on Equity,Revenue Per Share,Market Cap,Enterprise Value,Forward P/E,PEG Ratio,Enterprise Value/Revenue,Enterprise Value/EBITDA,Revenue,Gross Profit,EBITDA,Net Income Avl to Common ,Diluted EPS,Earnings Growth,Revenue Growth,Total Cash,Total Cash Per Share,Total Debt,Current Ratio,Book Value Per Share,Cash Flow,Beta,Held by Insiders,Held by Institutions,Shares Short (as of,Short Ratio,Short % of Float,Shares Short (prior ,Status
68,N/A,N/A,csco,N/A,N/A,N/A,N/A,N/A,40.41,13.13,2.71,2.21,20.84,24.91,7.10,1.5,9.75,133500000000.0,97730000000.0,11.15,1.40,1.97,6.84,1.97,29680000000.0,1.5,10330000000.0,2.02,31.30,0.10,60380000000.0,12.00,24600000000.0,3.29,12.05,26.53,1.5,0.11,77.00,44540000.0,2.11,0.88,51980000.0,N/A
69,N/A,N/A,csx,N/A,N/A,N/A,N/A,N/A,90.78,13.06,2.14,2.11,16.51,30.21,6.35,1.5,11.69,24010000000.0,33439999999.999996,12.88,2.97,2.93,7.16,2.93,8520000000.0,1.5,1880000000.0,1.92,19.50,13.50,1110000000.0,1.16,10540000000.0,1.54,12.13,25.12,1.5,0.35,71.10,9500000.0,1.07,1.00,10720000.0,N/A
70,N/A,N/A,ctas,N/A,N/A,N/A,N/A,N/A,67.81,15.49,2.05,5.03,13.98,15.84,11.13,1.5,43.38,9790000000.0,10730000000.0,21.19,1.91,2.25,11.68,2.25,1920000000.0,1.5,430360000.0,5.91,23.70,9.70,386820000.0,3.62,1320000000.0,2.05,18.21,91.52,1.5,18.18,71.80,5060000.0,6.81,5.45,4540000.0,N/A
71,N/A,N/A,ctl,N/A,N/A,N/A,N/A,N/A,142.67,16.59,0.87,1.11,5.17,15.25,3.51,1.5,32.54,15220000000.0,34810000000.0,11.33,47.00,1.95,5.12,1.95,10120000000.0,1.5,922000000.0,1.68,22.90,1.10,438000000.0,0.80,20020000000.0,0.77,25.70,27.88,1.5,0.48,76.50,52860000.0,11.24,9.73,49640000.0,N/A
72,N/A,N/A,ctsh,N/A,N/A,N/A,N/A,N/A,10.62,22.31,2.91,3.86,13.24,17.28,11.38,1.5,20.88,37170000000.0,33740000000.000004,16.06,1.29,2.66,13.30,2.66,4980000000.0,1.5,1680000000.0,2.75,15.20,10.00,4450000000.0,7.35,1020000000.0,3.69,15.86,61.35,1.5,0.45,91.60,8780000.0,2.15,1.45,8780000.0,N/A
73,N/A,N/A,ctxs,N/A,N/A,N/A,N/A,N/A,63.84,34.91,3.85,6.20,11.19,19.89,7.57,1.5,21.24,12760000000.0,12920000000.0,15.12,1.15,3.87,13.87,3.87,2660000000.0,1.5,373940000.0,2.36,188.90,8.50,1160000000.0,7.45,1320000000.0,1.10,13.38,82.24,1.5,6.57,95.60,11160000.0,8.65,6.47,11330000.0,N/A
74,N/A,N/A,cvs,N/A,N/A,N/A,N/A,N/A,76.24,22.53,0.70,3.15,3.22,6.16,7.41,1.5,144.43,111340000000.0,137150000000.0,15.80,1.19,0.86,11.35,0.86,26530000000.0,1.5,5120000000.0,4.60,6.10,18.90,1860000000.0,1.74,27470000000.0,1.20,33.33,103.67,1.5,0.23,85.10,14590000.0,3.65,1.34,13600000.0,N/A
75,N/A,N/A,d,N/A,N/A,N/A,N/A,N/A,208.91,22.73,3.98,3.35,16.86,32.16,3.93,1.5,18.83,44420000000.0,73470000000.0,18.39,2.91,6.56,13.92,6.56,5480000000.0,1.5,1890000000.0,3.17,2.20,14.30,234000000.0,0.38,29280000000.0,0.49,21.58,72.09,1.5,0.39,61.30,15250000.0,5.50,2.56,18550000.0,N/A
76,N/A,N/A,dal,N/A,N/A,N/A,N/A,N/A,75.11,6.97,0.78,2.83,11.65,18.30,8.66,1.5,51.61,31990000000.0,37730000000.0,5.97,0.33,0.93,4.14,0.93,23610000000.0,1.5,4730000000.0,5.97,26.80,1.50,2920000000.0,3.77,8449999999.999999,0.51,14.54,41.60,1.5,0.28,89.50,22420000.0,2.58,2.76,22030000.0,N/A
77,N/A,N/A,dd,N/A,N/A,N/A,N/A,N/A,92.01,26.20,2.27,5.53,8.70,11.13,3.91,1.5,27.89,54950000000.0,60150000000.0,17.33,1.89,2.44,14.80,2.44,10020000000.0,1.5,2080000000.0,2.40,18.90,5.50,4790000000.0,5.48,9750000000.0,2.00,11.62,62.91,1.5,0.14,68.70,9730000.0,3.35,1.11,10600000.0,N/A
78,N/A,N/A,dds,N/A,N/A,N/A,N/A,N/A,45.97,8.67,0.32,1.21,3.99,6.77,7.11,1.5,173.17,2130000000.0,2770000000.0,10.18,0.31,0.41,3.92,0.41,2400000000.0,1.5,269370000.0,6.91,35.50,2.90,202870000.0,5.65,825340000.0,2.22,49.98,59.86,1.5,11.73,94.10,3680000.0,7.36,19.24,3520000.0,N/A
79,N/A,N/A,de,N/A,N/A,N/A,N/A,N/A,549.69,15.02,0.95,4.03,6.47,8.97,2.74,1.5,85.41,26000000000.0,59450000000.0,20.46,12.76,2.13,15.59,2.13,8720000000.0,1.5,1810000000.0,5.49,34.20,13.40,2850000000.0,9.04,36300000000.0,2.29,20.90,82.47,1.5,9.36,74.10,32820000.0,10.66,10.39,35080000.0,N/A
80,N/A,N/A,dg,N/A,N/A,N/A,N/A,N/A,55.24,20.64,1.18,4.46,5.72,9.59,10.86,1.5,69.20,23380000000.0,26170000000.0,15.89,1.24,1.29,11.36,1.29,6310000000.0,1.5,1170000000.0,3.95,5.90,7.00,157950000.0,0.55,2970000000.0,1.72,18.76,81.54,1.5,5.30,91.90,7750000.0,2.80,2.71,8010000.0,N/A
81,N/A,N/A,dgx,N/A,N/A,N/A,N/A,N/A,82.27,14.72,1.42,2.30,9.98,15.87,7.20,1.5,52.29,10740000000.0,14510000000.0,14.09,1.89,1.93,9.80,1.93,2840000000.0,1.5,747000000.0,5.16,67.20,1.30,128000000.0,0.91,3900000000.0,1.37,32.88,75.95,1.5,0.34,96.90,7360000.0,8.08,5.81,8100000.0,N/A
82,N/A,N/A,dhi,N/A,N/A,N/A,N/A,N/A,58.61,13.36,0.96,1.73,7.19,11.08,7.11,1.5,30.69,10790000000.0,13260000000.0,10.94,0.85,1.17,10.13,1.17,2290000000.0,1.5,813100000.0,2.18,31.90,15.40,1200000000.0,3.22,3660000000.0,4.99,16.85,29.10,1.5,9.63,85.30,15470000.0,4.33,4.62,17010000.0,N/A
83,N/A,N/A,dhr,N/A,N/A,N/A,N/A,N/A,50.42,19.30,3.18,2.76,16.68,17.81,5.60,1.5,30.65,67060000000.0,78790000000.0,18.17,1.79,3.71,16.04,3.71,10760000000.0,1.5,2800000000.0,5.05,33.10,14.80,664300000.0,0.97,12390000000.0,1.46,35.59,97.37,1.5,12.81,84.30,7210000.0,2.90,1.38,8150000.0,N/A
84,N/A,N/A,dis,N/A,N/A,N/A,N/A,N/A,44.00,18.51,3.15,3.92,16.63,26.13,10.18,1.5,32.92,164010000000.0,186990000000.0,16.19,1.59,3.41,11.19,3.41,24100000000.0,1.5,9120000000.0,5.43,1.70,4.10,5020000000.0,2.95,21120000000.0,1.00,25.96,100.52,1.5,7.82,63.30,42250000.0,6.35,2.58,44890000.0,N/A
85,N/A,N/A,disca,N/A,N/A,N/A,N/A,N/A,142.32,17.21,1.88,3.26,16.31,32.80,8.31,1.5,14.53,15660000000.0,19920000000.0,12.78,1.21,3.10,8.19,3.10,4050000000.0,1.5,1050000000.0,1.63,5.20,1.60,486000000.0,1.13,7990000000.0,1.94,8.64,27.98,1.5,1.57,115.20,19610000.0,7.73,32.93,16480000.0,N/A
86,N/A,N/A,dks,N/A,N/A,N/A,N/A,N/A,0.33,14.38,0.66,2.63,4.54,7.47,9.77,1.5,63.10,4660000000.0,4560000000.0,11.70,1.25,0.63,6.20,0.63,2180000000.0,1.5,330390000.0,2.83,17.10,3.70,118940000.0,1.03,5910000.0,1.52,16.01,40.70,1.5,1.63,91.00,5590000.0,3.55,6.08,5580000.0,N/A
87,N/A,N/A,dlph,N/A,N/A,N/A,N/A,N/A,164.64,11.64,1.23,8.42,10.81,12.81,10.96,1.5,54.75,18690000000.0,22580000000.0,9.80,0.85,1.46,8.91,1.46,3010000000.0,1.5,1210000000.0,5.88,103.30,6.70,463000000.0,1.70,4350000000.0,1.25,8.28,68.47,1.5,0.48,96.60,5700000.0,2.44,2.06,5510000.0,N/A
88,N/A,N/A,dltr,N/A,N/A,N/A,N/A,N/A,166.70,61.61,1.22,4.28,1.82,7.96,7.95,1.5,69.66,18260000000.0,24860000000.0,17.14,1.13,1.60,14.44,1.60,4660000000.0,1.5,282400000.0,1.26,10.90,116.70,740100000.0,3.15,7350000000.0,1.88,18.75,77.63,1.5,3.53,87.40,14390000.0,7.86,6.47,12820000.0,N/A
89,N/A,N/A,dlx,N/A,N/A,N/A,N/A,N/A,78.56,13.41,1.71,3.92,12.83,20.50,13.17,1.5,36.54,3030000000.0,3580000000.0,11.87,1.60,1.99,8.62,1.99,1130000000.0,1.5,229160000.0,4.62,26.50,5.90,71010000.0,1.45,615780000.0,0.44,16.03,61.94,1.5,1.23,91.00,4950000.0,20.94,10.23,4870000.0,N/A
90,N/A,N/A,dov,N/A,N/A,N/A,N/A,N/A,81.57,13.46,1.49,2.77,11.07,13.40,6.52,1.5,44.00,10070000000.0,12850000000.0,16.61,1.99,1.87,10.24,1.87,2570000000.0,1.5,578050000.0,4.82,52.60,5.40,243720000.0,1.57,3020000000.0,1.42,23.84,64.93,1.5,0.86,92.40,5070000.0,3.77,3.32,4710000.0,N/A
91,N/A,N/A,dow,N/A,N/A,N/A,N/A,N/A,64.26,9.65,1.23,2.68,13.71,12.96,5.60,1.5,41.99,56760000000.0,67340000000.0,12.70,2.03,1.43,7.90,1.43,10940000000.0,1.5,6080000000.0,5.24,82.80,13.50,6410000000.0,5.71,16989999999.999998,2.00,19.24,50.55,1.5,0.02,70.00,28200000.0,5.10,2.58,25540000.0,N/A
92,N/A,N/A,dps,N/A,N/A,N/A,N/A,N/A,138.68,23.01,2.81,8.49,12.49,21.34,10.14,1.5,33.33,17640000000.0,20270000000.0,20.07,2.41,3.21,12.98,3.21,3720000000.0,1.5,789000000.0,4.12,15.90,2.50,281000000.0,1.51,2920000000.0,1.09,11.26,94.91,1.5,0.30,94.60,7700000.0,5.27,4.13,8600000.0,N/A
93,N/A,N/A,dri,N/A,N/A,N/A,N/A,N/A,23.34,24.07,1.15,4.22,4.85,8.78,7.34,1.5,55.15,8020000000.0,8250000000.0,15.95,1.11,1.18,9.09,1.18,1420000000.0,1.5,337400000.0,2.63,20.90,6.70,215800000.0,1.70,447700000.0,0.61,15.14,63.31,1.5,9.90,83.30,13130000.0,6.46,11.33,12150000.0,N/A
94,N/A,N/A,dte,N/A,N/A,N/A,N/A,N/A,107.58,23.33,1.65,1.84,7.07,12.85,2.81,1.5,55.34,16309999999.999998,25860000000.0,17.31,3.41,2.61,12.95,2.61,2560000000.0,1.5,700000000.0,3.90,9.50,14.00,35000000.0,0.20,9580000000.0,1.07,49.53,90.87,1.5,0.46,65.10,2480000.0,2.63,1.39,2670000.0,N/A
95,N/A,N/A,duk,N/A,N/A,N/A,N/A,N/A,110.14,21.09,2.47,1.40,11.69,24.16,2.80,1.5,32.83,55640000000.0,98850000000.0,16.90,3.81,4.37,10.83,4.37,9730000000.0,1.5,2710000000.0,3.83,19.70,7.30,781000000.0,1.13,43990000000.0,0.73,57.90,80.77,1.5,0.07,56.10,21100000.0,7.66,3.07,20820000.0,N/A
96,N/A,N/A,ebay,N/A,N/A,N/A,N/A,N/A,143.04,18.17,3.13,4.27,18.24,26.35,4.43,1.5,7.26,27320000000.0,28340000000.0,11.60,2.90,3.27,9.52,3.27,6820000000.0,1.5,1980000000.0,1.31,23.00,3.70,8010000000.0,6.97,9040000000.0,4.61,5.53,23.78,1.5,7.31,82.90,18800000.0,1.49,1.77,18540000.0,N/A
97,N/A,N/A,ecl,N/A,N/A,N/A,N/A,N/A,102.82,34.94,2.57,5.22,7.49,15.28,6.78,1.5,45.17,34030000000.0,40600000000.0,23.02,2.18,3.04,14.03,3.04,6320000000.0,1.5,999500000.0,3.32,1.10,6.10,268500000.0,0.92,6840000000.0,1.01,22.44,116.02,1.5,9.89,79.20,7000000.0,5.68,2.70,7290000.0,N/A
98,N/A,N/A,ed,N/A,N/A,N/A,N/A,N/A,107.27,19.43,1.82,1.67,9.37,19.37,3.27,1.5,41.25,21940000000.0,36040000000.0,17.98,7.74,2.98,10.32,2.98,5490000000.0,1.5,1130000000.0,3.84,16.20,12.70,61000000.0,0.21,14160000000.0,0.72,44.87,74.62,1.5,0.17,54.50,15140000.0,8.64,5.16,15170000.0,N/A
99,N/A,N/A,efx,N/A,N/A,N/A,N/A,N/A,121.18,33.39,5.33,5.87,16.16,26.13,7.90,1.5,23.11,14590000000.0,17560000000.0,21.06,2.01,6.41,19.04,6.41,1780000000.0,1.5,442900000.0,3.67,15.60,11.70,96800000.0,0.81,3070000000.0,0.36,20.90,122.59,1.5,0.81,89.00,4179999.9999999995,7.31,3.54,4070000.0000000005,N/A
100,N/A,N/A,eix,N/A,N/A,N/A,N/A,N/A,87.28,23.70,2.05,2.05,8.66,16.79,2.38,1.5,35.13,23270000000.0,35950000000.0,17.29,7.55,3.14,9.78,3.14,4269999999.9999995,1.5,955000000.0,3.01,9.40,2.90,137000000.0,0.42,11900000000.0,0.57,35.11,71.41,1.5,0.21,83.30,3990000.0,2.13,1.24,4350000.0,N/A
101,N/A,N/A,el,N/A,N/A,N/A,N/A,N/A,50.37,29.88,3.14,9.16,10.54,15.20,12.52,1.5,29.95,34210000000.0,35050000000.0,25.96,2.45,3.15,16.62,3.15,8680000000.0,1.5,1170000000.0,3.10,2.40,2.90,1090000000.0,2.94,1930000000.0,1.75,10.33,92.66,1.5,1.45,95.10,6530000.0,6.22,3.34,6590000.0,N/A
102,N/A,N/A,emc,N/A,N/A,N/A,N/A,N/A,27.54,26.62,2.15,2.45,8.17,13.78,4.75,1.5,12.68,53460000000.0,50060000000.0,14.33,1.70,2.04,10.45,2.04,14990000000.0,1.5,2009999999.9999998,1.03,6.30,2.50,9800000000.0,5.02,6400000000.0,1.29,11.05,27.37,1.5,0.46,84.00,16140000.0,1.37,0.83,13560000.0,N/A
103,N/A,N/A,emn,N/A,N/A,N/A,N/A,N/A,166.60,11.72,1.17,2.63,9.83,17.88,6.71,1.5,63.63,10760000000.0,17690000000.0,9.40,1.53,1.87,7.84,1.87,2580000000.0,1.5,928000000.0,6.21,46.80,8.50,202000000.0,1.37,7140000000.0,1.55,28.44,72.75,1.5,0.68,85.50,4630000.0,4.21,3.14,4690000.0,N/A
104,N/A,N/A,emr,N/A,N/A,N/A,N/A,N/A,94.20,17.74,1.62,4.42,9.21,15.71,9.20,1.5,32.08,33330000000.0,37300000000.0,15.65,2.78,1.78,9.33,1.78,9050000000.0,1.5,1930000000.0,2.92,62.10,8.70,3320000000.0,5.16,7290000000.0,1.21,11.96,51.81,1.5,0.62,72.90,15100000.0,3.47,2.34,15180000.0,N/A
105,N/A,N/A,eqr,N/A,N/A,N/A,N/A,N/A,72.59,5.94,9.47,2.32,158.48,37.33,2.84,1.5,7.41,25290000000.0,33710000000.0,20.97,11.56,12.50,19.21,12.50,1840000000.0,1.5,4269999999.9999995,11.66,865.70,7.10,378580000.0,1.04,8590000000.0,1.14,30.17,69.20,1.5,1.74,98.10,5570000.0,2.99,1.49,5820000.0,N/A
106,N/A,N/A,esrx,N/A,N/A,N/A,N/A,N/A,111.73,18.95,0.45,3.09,2.52,4.80,5.92,1.5,152.13,45570000000.0,60370000000.0,10.64,0.73,0.59,8.89,0.59,8400000000.0,1.5,2560000000.0,3.80,19.30,0.40,1770000000.0,2.80,16590000000.0,0.60,23.46,72.01,1.5,0.25,98.10,50240000.0,8.86,7.53,52600000.0,N/A
107,N/A,N/A,etn,N/A,N/A,N/A,N/A,N/A,55.61,14.76,1.39,1.83,9.38,11.57,4.60,1.5,44.14,27880000000.0,35960000000.0,13.23,1.78,1.76,10.90,1.76,6560000000.0,1.5,1920000000.0,4.12,13.30,7.80,574000000.0,1.25,8650000000.0,1.40,33.88,60.87,1.5,0.30,76.50,5400000.0,1.67,1.18,6280000.0,N/A
108,N/A,N/A,ew,N/A,N/A,N/A,N/A,N/A,26.19,43.84,8.60,9.73,19.78,26.19,11.59,1.5,12.10,21810000000.0,21460000000.0,31.30,2.31,8.25,28.74,8.25,1880000000.0,1.5,514500000.0,2.35,15.90,18.10,951800000.0,4.50,602200000.0,3.97,10.85,102.99,1.5,0.78,86.90,4570000.0,2.25,2.17,4010000.0,N/A
109,N/A,N/A,exc,N/A,N/A,N/A,N/A,N/A,131.05,18.07,1.16,1.27,6.20,12.48,2.21,1.5,31.19,32200000000.000004,66840000000.0,13.23,3.57,2.37,8.98,2.37,8039999999.999999,1.5,1750000000.0,1.93,75.00,14.20,960000000.0,1.04,35650000000.0,0.83,27.96,34.94,1.5,0.22,84.80,20990000.0,3.45,2.28,21670000.0,N/A
110,N/A,N/A,expr,N/A,N/A,N/A,N/A,N/A,11.26,11.76,0.59,2.23,4.96,8.95,10.70,1.5,27.98,1250000000.0,1220000000.0,8.87,0.83,0.52,4.29,0.52,795280000.0,1.5,116510000.0,1.38,34.30,5.50,186900000.0,2.26,69600000.0,1.67,7.49,16.23,1.5,12.83,90.70,6530000.0,3.15,9.66,5540000.0,N/A
111,N/A,N/A,f,N/A,N/A,N/A,N/A,N/A,474.48,6.12,0.35,1.79,5.65,6.29,2.68,1.5,38.63,52520000000.0,169260000000.0,6.24,0.59,1.10,9.62,1.10,23060000000.0,1.5,8670000000.0,2.16,112.70,11.30,24250000000.0,6.10,141000000000.0,1.76,7.45,13.22,1.5,0.31,60.00,158570000.0,5.25,4.07,167770000.0,N/A
112,N/A,N/A,fast,N/A,N/A,N/A,N/A,N/A,20.31,25.59,3.38,7.24,13.20,21.14,20.35,1.5,13.46,13140000000.0,13360000000.0,23.09,2.21,3.42,14.59,3.42,1950000000.0,1.5,514980000.0,1.78,1.10,3.50,150550000.0,0.52,370000000.0,4.40,6.31,45.48,1.5,4.71,87.80,41920000.0,13.80,14.62,43830000.0,N/A
113,N/A,N/A,fdx,N/A,N/A,N/A,N/A,N/A,59.25,44.81,0.86,2.99,2.01,9.56,8.00,1.5,177.74,42350000000.0,47990000000.0,12.96,1.12,0.97,6.53,0.97,30470000000.0,1.5,995000000.0,3.52,19.30,8.00,2840000000.0,10.58,8490000000.0,1.72,53.38,157.76,1.5,7.19,76.90,43.00,1.89,1.42,3720000.0,N/A
114,N/A,N/A,fe,N/A,N/A,N/A,N/A,N/A,179.38,20.77,0.99,1.16,4.69,17.25,2.99,1.5,34.51,14220000000.0,36430000000.0,13.23,5.03,2.50,8.92,2.50,8850000000.0,1.5,684000000.0,1.61,47.70,0.50,146000000.0,0.34,22360000000.0,0.51,29.34,33.48,1.5,16.18,61.30,6980000.0,1.73,1.90,7150000.0,N/A
115,N/A,N/A,fis,N/A,N/A,N/A,N/A,N/A,119.13,37.60,3.24,2.48,7.97,17.17,3.79,1.5,24.46,23610000000.0,34210000000.0,16.51,1.54,4.74,19.55,4.74,2200000000.0,1.5,579800000.0,1.92,50.50,40.30,702000000.0,2.15,11300000000.0,1.09,28.90,72.31,1.5,1.01,84.50,4880000.0,2.49,1.51,4530000.0,N/A
116,N/A,N/A,fisv,N/A,N/A,N/A,N/A,N/A,165.76,29.54,4.41,8.74,15.50,25.35,8.91,1.5,23.08,23090000000.0,27250000000.0,20.85,1.91,5.13,16.66,5.13,2340000000.0,1.5,823000000.0,3.52,62.40,4.40,283000000.0,1.27,4450000000.0,0.96,12.04,103.85,1.5,0.30,91.60,3840000.0,3.41,2.01,4400000.0,N/A
117,N/A,N/A,fl,N/A,N/A,N/A,N/A,N/A,5.09,14.96,1.08,3.17,7.30,12.71,16.02,1.5,53.29,7820000000.0,6930000000.0,11.01,1.07,0.94,6.36,0.94,2500000000.0,1.5,541000000.0,3.84,8.20,5.00,1020000000.0,7.50,130000000.0,3.72,18.64,57.46,1.5,1.12,99.80,20830000.0,5.06,15.46,20440000.0,N/A
118,N/A,N/A,flir,N/A,N/A,N/A,N/A,N/A,21.31,21.67,2.62,2.50,12.24,18.75,7.89,1.5,11.47,4160000000.0,4010000000.0,16.43,1.01,2.52,11.46,2.52,753560000.0,1.5,194900000.0,1.40,97.70,10.10,510610000.0,3.71,355410000.0,2.41,12.12,30.23,1.5,6.05,86.60,3090000.0,4.28,2.27,4160000.0,N/A
119,N/A,N/A,flr,N/A,N/A,N/A,N/A,N/A,52.50,19.39,0.40,2.31,2.07,4.93,6.67,1.5,126.14,6970000000.0,6790000000.0,14.26,1.97,0.38,6.32,0.38,1090000000.0,1.5,378410000.0,2.58,27.60,2.70,1860000000.0,13.39,1690000000.0,1.51,22.18,50.04,1.5,0.28,85.40,6790000.0,4.68,4.90,6910000.0,N/A
120,N/A,N/A,fls,N/A,N/A,N/A,N/A,N/A,93.97,21.61,1.33,3.46,6.18,13.51,7.41,1.5,34.07,5920000000.0,7240000000.0,16.62,2.14,1.61,9.94,1.61,1490000000.0,1.5,277870000.0,2.10,36.80,6.60,310320000.0,2.38,1640000000.0,1.90,13.29,45.38,1.5,0.39,96.70,6510000.0,5.21,5.87,8050000.000000001,N/A
121,N/A,N/A,fosl,N/A,N/A,N/A,N/A,N/A,87.16,6.99,0.43,1.44,5.95,8.89,8.17,1.5,65.57,1310000000.0,1830000000.0,11.36,4.96,0.58,4.96,0.58,1750000000.0,1.5,188340000.0,3.90,84.80,9.00,306800000.0,6.38,823200000.0,3.60,19.64,27.26,1.5,31.56,89.40,8230000.0,8.15,35.33,8270000.0,N/A
122,N/A,N/A,fti,N/A,N/A,N/A,N/A,N/A,47.40,23.87,1.08,2.43,4.51,9.35,5.17,1.5,25.59,6240000000.0,6450000000.0,26.26,4.69,1.10,8.00,1.10,1470000000.0,1.5,265300000.0,1.16,86.60,28.70,1030000000.0,4.56,1240000000.0,1.88,11.51,27.57,1.5,7.32,88.60,9480000.0,3.31,4.20,10570000.0,N/A
123,N/A,N/A,gd,N/A,N/A,N/A,N/A,N/A,32.13,15.62,1.42,4.23,9.44,13.39,7.95,1.5,99.39,44130000000.0,45950000000.0,14.31,1.66,1.46,9.82,1.46,6130000000.0,1.5,2980000000.0,9.24,0.10,0.80,1910000000.0,6.19,3400000000.0,1.14,34.37,144.37,1.5,0.52,88.50,43.00,1.70,0.99,2530000.0,N/A
124,N/A,N/A,ges,N/A,N/A,N/A,N/A,N/A,0.61,16.67,0.62,1.34,3.71,5.93,5.20,1.5,26.16,1340000000.0,905060000.0,14.95,2.24,0.41,4.50,0.41,787430000.0,1.5,81320000.0,0.96,11.40,5.50,445480000.0,5.30,6340000.0,3.17,12.15,16.00,1.5,30.45,89.90,7760000.0,5.43,19.15,7640000.0,N/A
125,N/A,N/A,gild,N/A,N/A,N/A,N/A,N/A,157.14,7.06,3.36,8.33,52.81,66.35,31.64,1.5,22.84,110140000000.0,123850000000.0,6.66,5.48,3.77,5.41,3.77,28630000000.0,1.5,17340000000.0,11.71,17.70,2.60,8320000000.0,6.25,22030000000.0,1.77,9.94,82.70,1.5,0.60,83.40,26680000.0,2.50,1.97,29070000.0,N/A
126,N/A,N/A,gis,N/A,N/A,N/A,N/A,N/A,143.97,26.37,2.27,7.86,8.89,17.36,8.16,1.5,28.26,38350000000.0,46340000000.0,21.22,4.15,2.74,13.44,2.74,5950000000.0,1.5,1500000000.0,2.45,5.40,8.00,782700000.0,1.32,8770000000.0,0.76,8.24,64.52,1.5,0.32,71.70,11510000.0,2.50,1.92,12320000.0,N/A
127,N/A,N/A,gm,N/A,N/A,N/A,N/A,N/A,172.17,4.60,0.31,1.14,6.95,5.21,2.61,1.5,98.14,46990000000.0,99610000000.0,5.17,0.39,0.65,6.43,0.65,18300000000.0,1.5,10700000000.0,6.63,106.70,4.30,18530000000.0,12.03,71150000000.0,0.95,27.29,30.52,1.5,4.66,76.50,39670000.0,3.75,2.58,40220000.0,N/A
128,N/A,N/A,gme,N/A,N/A,N/A,N/A,N/A,16.84,7.60,0.32,1.44,4.30,6.97,9.51,1.5,88.34,2980000000.0,2880000000.0,6.73,0.77,0.31,3.56,0.31,2920000000.0,1.5,402800000.0,3.78,1.50,1.40,450400000.0,4.34,350400000.0,1.08,20.15,28.73,1.5,1.88,136.40,39320000.0,13.78,44.33,37340000.0,N/A
129,N/A,N/A,gpc,N/A,N/A,N/A,N/A,N/A,21.58,20.74,0.95,4.50,4.60,7.33,8.38,1.5,101.14,14370000000.0,14870000000.0,18.69,4.57,0.97,11.80,0.97,4560000000.0,1.5,702690000.0,4.63,1.90,0.50,205130000.0,1.37,700000000.0,1.37,21.60,96.07,1.5,2.72,73.70,4260000.0,5.80,2.93,3960000.0,N/A
130,N/A,N/A,gps,N/A,N/A,N/A,N/A,N/A,68.02,7.90,0.45,2.79,5.82,10.31,13.42,1.5,38.44,7010000000.0,7360000000.0,8.55,1.65,0.47,3.32,0.47,5720000000.0,1.5,920000000.0,2.23,32.90,6.90,1370000000.0,3.45,1730000000.0,1.57,6.41,17.62,1.5,43.41,60.20,33439999.999999996,4.75,13.61,37540000.0,N/A
131,N/A,N/A,gt,N/A,N/A,N/A,N/A,N/A,140.24,28.24,0.46,1.81,1.66,10.32,6.09,1.5,60.06,7350000000.0,12350000000.0,6.61,1.10,0.77,5.23,0.77,4280000000.0000005,1.5,267000000.0,0.98,17.90,8.30,1080000000.0,4.06,6080000000.0,1.39,15.43,27.65,1.5,0.27,88.80,17470000.0,5.99,6.66,16489999.999999998,N/A
132,N/A,N/A,gtn,N/A,N/A,N/A,N/A,N/A,373.47,19.09,1.28,1.86,6.69,26.04,4.51,1.5,8.89,799660000.0,2310000000.0,13.23,0.98,3.63,10.60,3.63,223170000.0,1.5,42700000.0,0.58,60.70,30.30,120650000.0,1.68,1640000000.0,3.51,6.10,11.11,1.5,5.84,84.50,2980000.0,5.66,6.98,3060000.0,N/A
133,N/A,N/A,gww,N/A,N/A,N/A,N/A,N/A,88.54,19.73,1.39,6.16,7.42,13.20,14.82,1.5,157.45,13880000000.0,15700000000.0,17.46,3.58,1.56,10.38,1.56,4230000000.0000005,1.5,737620000.0,11.47,11.50,2.70,279910000.0,4.56,2089999999.9999998,1.67,36.97,226.40,1.5,13.10,86.30,10040000.0,17.83,18.13,9890000.0,N/A
134,N/A,N/A,har,N/A,N/A,N/A,N/A,N/A,52.20,14.60,0.77,2.10,5.40,9.09,7.25,1.5,93.17,5150000000.0,6070000000.0,10.41,0.82,0.91,7.36,0.91,1820000000.0,1.5,362000000.0,5.00,26.40,11.20,369020000.0,5.23,1290000000.0,1.68,34.93,72.95,1.5,0.56,101.10,2300000.0,2.59,3.61,3020000.0,N/A
135,N/A,N/A,has,N/A,N/A,N/A,N/A,N/A,99.39,22.77,2.33,6.63,10.38,15.85,10.49,1.5,36.49,10610000000.0,11130000000.0,18.83,1.42,2.44,12.67,2.44,2770000000.0,1.5,473920000.0,3.74,82.80,16.50,1120000000.0,8.97,1640000000.0,3.29,12.87,85.11,1.5,10.03,87.60,5810000.0,5.24,5.18,6650000.0,N/A
136,N/A,N/A,hcn,N/A,N/A,N/A,N/A,N/A,85.05,32.65,6.56,1.90,21.48,28.83,2.54,1.5,11.11,25570000000.0,38660000000.0,15.11,3.39,9.86,19.28,9.86,2150000000.0,1.5,776510000.0,2.20,20.20,16.50,355950000.0,1.00,13060000000.0,1.56,37.88,71.77,1.5,0.31,92.60,16090000.0,7.96,6.65,15350000.0,N/A
